pair_name,pair_a,pair_b,sign,region_rank,region_id_raw,size_voxels,tfce_threshold_used,tfce_sum,tfce_max,Layer,NoiseStd,Percent,idx_layer,idx_noise,idx_percent,tfce_value,tfce_abs_for_sign,t_value,mean_subtraction,n_valid
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,18.0,1.6,0.5,18,5,5,-1664.1952110445066,1664.1952110445066,-6.763510665648301,-0.07879746835443037,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,18.0,1.6,0.6,18,5,6,-1804.238648896935,1804.238648896935,-8.041836834669972,-0.08528481012658228,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,18.0,1.7,0.6,18,6,6,-1634.040047270705,1634.040047270705,-6.65675178533572,-0.0552215189873418,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,18.0,1.8,0.4,18,7,4,-1892.057345162688,1892.057345162688,-7.7390186886732355,-0.07009493670886076,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,18.0,1.9,0.3,18,8,3,-1757.0035459139308,1757.0035459139308,-7.035648626101787,-0.09018987341772151,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.3,0.9,19,2,9,-1578.1148827981435,1578.1148827981435,-6.50800121211832,-0.0960443037974684,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.3,1.0,19,2,10,-1627.9395513962274,1627.9395513962274,-6.66450606970907,-0.08358795285901356,29
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.4,0.7,19,3,7,-1761.975098363921,1761.975098363921,-7.475814322420846,-0.10933544303797467,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.4,0.8,19,3,8,-1674.1639846655266,1674.1639846655266,-6.831532144711464,-0.08876582278481013,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.4,0.9,19,3,9,-1626.1127432908931,1626.1127432908931,-6.635369615977528,-0.06882911392405064,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.4,1.0,19,3,10,-1654.8806674237144,1654.8806674237144,-7.221332866254077,-0.07944129201222172,29
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.5,0.6,19,4,6,-1758.8543717341815,1758.8543717341815,-7.443501990402888,-0.10601265822784811,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.5,0.7,19,4,7,-1796.77818717777,1796.77818717777,-7.890428346388911,-0.09477848101265822,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.6,0.5,19,5,5,-1540.3028390019465,1540.3028390019465,-6.4100914345036175,-0.0824367088607595,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.6,0.7,19,5,7,-1650.0791796281537,1650.0791796281537,-6.70093877438854,-0.0661392405063291,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.7,0.5,19,6,5,-1553.3843093607127,1553.3843093607127,-6.443492143088487,-0.08607594936708862,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.7,0.6,19,6,6,-1667.23291888554,1667.23291888554,-7.332527357385617,-0.06313291139240505,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,1.9,0.3,19,8,3,-2012.6731781925746,2012.6731781925746,-9.735755370609326,-0.08718354430379747,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,19.0,2.0,0.3,19,9,3,-1906.7048126669893,1906.7048126669893,-8.489079988250927,-0.0814873417721519,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,20.0,1.3,0.9,20,2,9,-1585.669027531472,1585.669027531472,-6.681328413718248,-0.09414556962025314,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,20.0,1.4,0.7,20,3,7,-1749.3212805927246,1749.3212805927246,-7.372828937951958,-0.08876582278481013,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,20.0,1.5,0.6,20,4,6,-1709.4589608117515,1709.4589608117515,-7.085303768568102,-0.08781645569620253,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,20.0,1.5,0.7,20,4,7,-1814.3622678097886,1814.3622678097886,-8.16144209413003,-0.10253164556962024,40
Phonemic_minus_Neologism,Phonemic,Neologism,negative,1,4,95,1520.58654165394,168080.3293210661,2174.9958454341927,20.0,1.6,0.5,20,5,5,-1635.7971024758756,1635.7971024758756,-7.6446818952654905,-0.08306962025316458,40
