Layer,NoiseStd,Percent,NumSeeds,Phonemic_minus_Neologism_mean,Phonemic_minus_Neologism_t,Phonemic_minus_Neologism_tfce,Phonemic_minus_Neologism_n_valid,Semantic_minus_Neologism_mean,Semantic_minus_Neologism_t,Semantic_minus_Neologism_tfce,Semantic_minus_Neologism_n_valid
0.0,2.0,0.9,40,-0.018670886075949363,-1.8624278296019259,-67.03092934258089,40,-0.02721518987341772,-2.2605903177692346,-171.56549869119934,40
0.0,2.0,1.0,40,0.0008729812309035354,0.08682034895052057,0.0003780761062506729,29,-0.014404190309908336,-2.256775334181369,-170.73105096623016,29
1.0,1.1,0.0,40,,0.0,0.0,0,,0.0,0.0,0
1.0,1.1,0.1,40,0.007120253164556961,1.1840108112412058,26.809639240028083,40,0.002531645569620253,2.5764894473566975,237.31693697842502,40
1.0,1.1,0.2,40,0.0007911392405063292,1.4034589305344742,43.720336015983364,40,0.0018987341772151902,4.088310863215484,915.0238021722279,40
1.0,1.1,0.3,40,-0.011708860759493673,-0.65838479702622,-0.5889360640886898,40,-0.018196202531645563,-0.8731164502294257,-1.5303950472926464,40
1.0,1.1,0.4,40,-0.003481012658227848,-0.3471436234746127,-0.505772839956402,40,-0.004272151898734177,-0.43029841177188705,-1.3292844274589484,40
1.0,1.1,0.5,40,-0.012499999999999999,-0.8596036612990222,-1.75684859549134,40,-0.02151898734177215,-1.0789991804836327,-19.800392574845336,40
1.0,1.1,0.6,40,-0.11930379746835443,-2.6525442250468685,-8.718973751605454,40,-0.14509493670886076,-2.9570346763096618,-113.48649793485308,40
1.0,1.1,0.7,40,-0.036234177215189865,-1.0726323408757994,-2.5195282710310236,40,-0.0564873417721519,-1.57206153816013,-59.74692940068837,40
1.0,1.1,0.8,40,-0.045094936708860736,-1.304744769151037,-3.261950873196468,40,-0.07278481012658225,-2.009401341926407,-118.32547632778319,40
1.0,1.1,0.9,40,-0.11803797468354427,-2.16482253264292,-6.11732890621938,40,-0.16186708860759494,-2.9598102225696215,-125.04058397345693,40
1.0,1.1,1.0,40,-0.05632911392405063,-1.414329524879615,-3.667137262060151,30,-0.09430379746835443,-2.124819050683775,-119.33184224890664,30
1.0,1.2,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
1.0,1.2,0.1,40,0.0030063291139240506,1.6208544808199248,66.10521889371282,40,0.003164556962025317,2.6389933145587388,254.52681197215702,40
1.0,1.2,0.2,40,0.0015822784810126584,1.3759374562439772,41.29487202945997,40,0.0026898734177215203,4.522779608846718,1226.9787122198566,40
1.0,1.2,0.3,40,0.008544303797468353,1.6801953161070584,73.27963508370377,40,0.007278481012658228,3.45232446246112,558.1975324857407,40
1.0,1.2,0.4,40,-0.011392405063291138,-0.5430623153344071,-0.5463099028600577,40,-0.01598101265822784,-0.7260408149086149,-6.180888056665938,40
1.0,1.2,0.5,40,-0.007436708860759492,-0.3012809402538113,-0.3363544370263365,40,-0.02990506329113924,-1.1172404199785102,-21.93017648015276,40
1.0,1.2,0.6,40,-0.052531645569620256,-1.36001392665927,-3.3135085257044525,40,-0.0966772151898734,-2.3637401056467007,-109.24828749431019,40
1.0,1.2,0.7,40,-0.007911392405063288,-0.296121160512704,-0.32040206389044873,40,-0.03164556962025316,-1.1968078594519718,-26.837014036392777,40
1.0,1.2,0.8,40,-0.009651898734177216,-0.32350457967818763,-0.41203256500786456,40,-0.03908227848101266,-1.2792292985407683,-32.61686670087006,40
1.0,1.2,0.9,40,-0.05775316455696202,-1.4098873761162742,-3.651752815753131,40,-0.0832278481012658,-2.0258589720624918,-118.47561766864077,40
1.0,1.2,1.0,40,-0.06835443037974683,-1.7348431150932977,-4.468753318030055,30,-0.10232067510548525,-2.527497271108028,-121.52666888469588,30
1.0,1.3,0.0,40,0.0,0.0,0.0,10,0.0,0.0,0.0,10
1.0,1.3,0.1,40,0.0023734177215189874,1.6419051539483671,68.59256777417505,40,0.00379746835443038,2.5319871453286624,225.48616870390694,40
1.0,1.3,0.2,40,0.0012658227848101268,1.5374122295716153,56.81479491705837,40,0.00268987341772152,4.891823413179639,1370.3682410542756,40
1.0,1.3,0.3,40,-0.004272151898734181,-0.3023973798543619,-0.01384723561516421,40,-0.009493670886075951,-0.5570367650049554,-2.845637256381406,40
1.0,1.3,0.4,40,0.0020569620253164576,0.129293960432051,0.03912948292990355,40,-0.01075949367088608,-0.6659940463199203,-4.791411353485715,40
1.0,1.3,0.5,40,-0.0360759493670886,-1.0298976952127485,-2.3552147007030944,40,-0.06803797468354428,-1.8018095395358131,-88.9502346119778,40
