pair_name,pair_a,pair_b,Layer,NoiseStd,Percent,NumSeeds,n_valid,mean_conjunction,std_conjunction,score_value,tfce_value
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.2,40,40,0.00015822784810126583,0.001000720778534297,0.15795604073700306,0.22594803569122748
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.3,40,40,0.006487341772151899,0.0390017840404349,0.16633022313038864,0.23828066850103
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.4,40,40,0.0033227848101265835,0.007978456421413422,0.4164174393144954,1.1098993519448273
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.5,40,40,0.01028481012658228,0.027068834220161063,0.3799362065883049,1.104098119388107
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.6,40,40,0.008860759493670885,0.026146723012370754,0.3388730823513301,0.8455851765313033
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.7,40,40,0.016930379746835443,0.038893659813555456,0.4352880274051122,1.5659200466828316
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.8,40,40,0.013765822784810127,0.03492832019013581,0.3941050873557412,1.2194027373300582
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,0.9,40,40,0.00901898734177215,0.03201304009898717,0.28171974901904,0.5584620988954759
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.5,1.0,40,29,0.0028371890004364906,0.006460261234005583,0.43910761346474897,1.6010449413446353
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.1,40,40,0.005379746835443038,0.025094368295726144,0.21437210133948237,0.33479342820327596
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.2,40,40,0.0026898734177215186,0.01351281880160326,0.19904613619670525,0.29872933234148635
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.3,40,40,0.007911392405063292,0.035449702623731476,0.22316602548145922,0.35776736818429355
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.4,40,40,0.009018987341772153,0.038025701421361836,0.23717511655390802,0.39787508588441284
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.5,40,40,0.005537974683544305,0.01462963247551761,0.37851915785673373,1.1038094095896565
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.6,40,40,0.009018987341772151,0.021301548598711233,0.4233759777606039,1.4595181616456259
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.7,40,40,0.0120253164556962,0.026107410521316165,0.4605916720161173,1.808994115931653
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.8,40,40,0.015822784810126583,0.028521555045524463,0.5547464027984887,2.934764533819109
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,0.9,40,40,0.00458860759493671,0.015369188009309061,0.29853945782300045,0.6329517871268884
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.6,1.0,40,29,0.009166302924487125,0.022414243918614084,0.4089316608718782,1.3372124312072613
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.0,40,10,0.0,0.0,0.0,0.0
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.1,40,40,0.0030063291139240506,0.01707853694867956,0.17601935713816136,0.25396168334685615
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.2,40,40,0.0028481012658227852,0.011371649743549393,0.2504342725791092,0.44029090247994207
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.3,40,40,0.011392405063291141,0.03443410255376061,0.33083697211312624,0.79935577414327
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.4,40,40,0.002531645569620253,0.007691691395572153,0.32909750819816413,0.7895981621070155
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.5,40,40,0.0056962025316455705,0.015222295809824966,0.3741766962164197,1.073047248564481
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.6,40,40,0.004905063291139241,0.012452688619720313,0.39386429522351424,1.2175576086412798
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.7,40,40,0.010917721518987341,0.020769322449005805,0.5256404442344096,1.9429107126898784
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.8,40,40,0.017879746835443043,0.03950938391552852,0.4525328550000719,1.728885059262635
Phonemic_and_Neologism,Phonemic,Neologism,1.0,1.7,0.9,40,40,0.006487341772151899,0.013783741746367442,0.4706175778636872,1.9120472494441856
